Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,File Path,Open Finder
TCQPBZEI,journalArticle,2008,"Guo, Yiping; Zhuge, Zhengji",Analytical probabilistic flood routing for urban stormwater management purposes,Canadian Journal of Civil Engineering,,"0315-1468, 1208-6029",10.1139/L07-131,http://www.nrcresearchpress.com/doi/10.1139/L07-131,"The main purpose of flood routing calculations conducted in urban stormwater management studies is to determine the flood frequency distribution at a downstream location knowing the upstream catchments, channel reaches, and detention ponds. As the current state of practice, the design storm approach is widely used for this purpose and for the planning and design of related stormwater management facilities. Building upon previous work, methods and procedures are proposed here so that flood routing for stormwater management purposes can be completed probabilistically using analytical equations. Results from the proposed methods and procedures are compared with design storm modeling results for a number of routing scenarios. The comparison study not only establishes the credibility of the proposed methodology, but also highlights potential problems associated with the application of the design storm approach.",2008-05,2023-03-16 17:52:29,2023-04-06 23:13:05,2023-04-06 23:00:57,487-499,,5,35,,Can. J. Civ. Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47049084785&doi=10.1139%2fL07-131&partnerID=40&md5=7229735279ae472ad4db87d19632a946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPKX6F9N,journalArticle,2021,"Guo, Zifeng; Leitão, João P.; Simões, Nuno E.; Moosavi, Vahid",Data‐driven flood emulation: Speeding up urban flood predictions by deep convolutional neural networks,Journal of Flood Risk Management,,"1753-318X, 1753-318X",10.1111/jfr3.12684,https://onlinelibrary.wiley.com/doi/10.1111/jfr3.12684,,2021-03,2023-03-16 17:52:29,2023-04-06 23:13:07,2023-04-06 23:01:01,,,1,14,,J Flood Risk Management,Data‐driven flood emulation,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\A2E74RPE\Guo et al. - 2021 - Data‐driven flood emulation Speeding up urban flo.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097241514&doi=10.1111%2fjfr3.12684&partnerID=40&md5=e1854f95a0dc7a0ffaa336f6f05763f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\A2E74RPE\Guo et al. - 2021 - Data‐driven flood emulation Speeding up urban flo.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\A2E74RPE\Guo et al. - 2021 - Data‐driven flood emulation Speeding up urban flo.pdf';
W9HIVCAG,journalArticle,1970,"Guymon, G. L.; Scott, V. H.; Herrmann, L. R.",A General Numerical Solution of the Two-Dimensional Diffusion-Convection Equation by the Finite Element Method,Water Resources Research,,00431397,10.1029/WR006i006p01611,http://doi.wiley.com/10.1029/WR006i006p01611,,1970-12,2023-03-16 17:52:29,2023-04-06 23:13:09,2023-04-06 23:01:04,1611-1617,,6,6,,Water Resour. Res.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011491852&doi=10.1029%2fWR006i006p01611&partnerID=40&md5=b45ca2d553cb7cdd339efc8bb215bf3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3V29BUA,bookSection,2008,"Haber, Jörg; Zeilfelder, Frank; Davydov, Oleg; Seidel, Hans-Peter",Smooth Approximation and Rendering of Large Scattered Data Sets,From Nano to Space,978-3-540-74237-1,,,http://link.springer.com/10.1007/978-3-540-74238-8_11,,2008,2023-04-06 23:01:56,2023-04-06 23:13:11,2023-04-06 23:01:05,127-143,,,,,,,,,,,Springer Berlin Heidelberg,"Berlin, Heidelberg",en,,,,,DOI.org (Crossref),,DOI: 10.1007/978-3-540-74238-8_11,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889999147&doi=10.1007%2f978-3-540-74238-8_11&partnerID=40&md5=c7ca69f62caa46423b5988f99f3c1dd5,,,"Breitner, Michael H.; Denk, Georg; Rentrop, Peter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4WZJ6XI,journalArticle,2007,"Haberlandt, Uwe",Geostatistical interpolation of hourly precipitation from rain gauges and radar for a large-scale extreme rainfall event,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2006.06.028,https://linkinghub.elsevier.com/retrieve/pii/S0022169406003416,,2007-01,2023-03-16 17:52:29,2023-04-06 23:13:13,2023-04-06 23:01:02,144-157,,1-2,332,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\X2S8KACD\Haberlandt - 2007 - Geostatistical interpolation of hourly precipitati.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845581112&doi=10.1016%2fj.jhydrol.2006.06.028&partnerID=40&md5=1e2181efcd1ad77ec6b8e25aca785f19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\X2S8KACD\Haberlandt - 2007 - Geostatistical interpolation of hourly precipitati.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\X2S8KACD\Haberlandt - 2007 - Geostatistical interpolation of hourly precipitati.pdf';
7UDH4PVN,journalArticle,2019,"Hathout, Michel; Vuillet, Marc; Carvajal, Claudio; Peyras, Laurent; Diab, Youssef",Expert judgments calibration and combination for assessment of river levee failure probability,Reliability Engineering & System Safety,,09518320,10.1016/j.ress.2019.03.019,https://linkinghub.elsevier.com/retrieve/pii/S0951832018303296,,2019-08,2023-03-16 17:52:29,2023-04-06 23:13:15,2023-04-06 23:01:02,377-392,,,188,,Reliability Engineering & System Safety,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\XFM34IW4\Hathout et al. - 2019 - Expert judgments calibration and combination for a.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063470062&doi=10.1016%2fj.ress.2019.03.019&partnerID=40&md5=5b4453d7473ac23840ce34ca523be4b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\XFM34IW4\Hathout et al. - 2019 - Expert judgments calibration and combination for a.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\XFM34IW4\Hathout et al. - 2019 - Expert judgments calibration and combination for a.pdf';
BIGLH6AQ,journalArticle,2011,"He, Zhuangxiang; Davis, Allen P.",Process Modeling of Storm-Water Flow in a Bioretention Cell,Journal of Irrigation and Drainage Engineering,,"0733-9437, 1943-4774",10.1061/(ASCE)IR.1943-4774.0000166,https://ascelibrary.org/doi/10.1061/%28ASCE%29IR.1943-4774.0000166,,2011-03,2023-03-16 17:52:29,2023-04-06 23:13:17,2023-04-06 23:01:06,121-131,,3,137,,J. Irrig. Drain Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952351358&doi=10.1061%2f%28ASCE%29IR.1943-4774.0000166&partnerID=40&md5=9ba7590ae8216bc1e12d414400fd7f16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5UZI2X4B,journalArticle,2001,"Heneker, Theresa M; Lambert, Martin F; Kuczera, George",A point rainfall model for risk-based design,Journal of Hydrology,,00221694,10.1016/S0022-1694(01)00361-4,https://linkinghub.elsevier.com/retrieve/pii/S0022169401003614,,2001-06,2023-03-16 17:52:29,2023-04-06 23:13:19,2023-04-06 23:01:05,54-71,,1-2,247,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\EA5TX7RX\Heneker et al. - 2001 - A point rainfall model for risk-based design.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035876592&doi=10.1016%2fS0022-1694%2801%2900361-4&partnerID=40&md5=a1f9f8e123f06c5dd26b26df1ed460a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\EA5TX7RX\Heneker et al. - 2001 - A point rainfall model for risk-based design.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\EA5TX7RX\Heneker et al. - 2001 - A point rainfall model for risk-based design.pdf';
EDM4G7SG,journalArticle,2016,"Hengen, Tyler J.; Sieverding, Heidi L.; Stone, James J.",Lifecycle Assessment Analysis of Engineered Stormwater Control Methods Common to Urban Watersheds,Journal of Water Resources Planning and Management,,"0733-9496, 1943-5452",10.1061/(ASCE)WR.1943-5452.0000647,https://ascelibrary.org/doi/10.1061/%28ASCE%29WR.1943-5452.0000647,,2016-07,2023-03-16 17:52:29,2023-04-06 23:13:21,2023-04-06 23:01:06,04016016,,7,142,,J. Water Resour. Plann. Manage.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975034849&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000647&partnerID=40&md5=13e25266eb8379db52d63d9744f5b085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRQNYSB9,journalArticle,2000,"Hingray, Benoît; Cappelaere, Bernard; Bouvier, Christophe; Desbordes, Michel",Hydraulic Vulnerability of Elementary Urban Cell,Journal of Hydrologic Engineering,,"1084-0699, 1943-5584",10.1061/(ASCE)1084-0699(2000)5:4(402),https://ascelibrary.org/doi/10.1061/%28ASCE%291084-0699%282000%295%3A4%28402%29,,2000-10,2023-03-16 17:52:29,2023-04-06 23:13:23,2023-04-06 23:01:07,402-410,,4,5,,J. Hydrol. Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034306585&doi=10.1061%2f%28ASCE%291084-0699%282000%295%3a4%28402%29&partnerID=40&md5=9d64910923f321e78b698b80f00d9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6KXQGPMI,journalArticle,1991,"Hohn, Michael Edward",An Introduction to Applied Geostatistics,Computers & Geosciences,,00983004,10.1016/0098-3004(91)90055-I,https://linkinghub.elsevier.com/retrieve/pii/009830049190055I,,1991-01,2023-03-16 17:52:29,2023-04-06 23:13:25,2023-04-06 23:01:08,471-473,,3,17,,Computers & Geosciences,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\DLV94KD6\Hohn - 1991 - An Introduction to Applied Geostatistics. by Edwar.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949282587&doi=10.1016%2f0098-3004%2891%2990055-I&partnerID=40&md5=4c408fbc84dcedcf3efeb725efea2edf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\DLV94KD6\Hohn - 1991 - An Introduction to Applied Geostatistics. by Edwar.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\DLV94KD6\Hohn - 1991 - An Introduction to Applied Geostatistics. by Edwar.pdf';
FRJYPHSK,journalArticle,2019,"Hossain, Sharif; Hewa, Guna Alankarage; Wella-Hewage, Subhashini",A Comparison of Continuous and Event-Based Rainfall–Runoff (RR) Modelling Using EPA-SWMM,Water,,2073-4441,10.3390/w11030611,https://www.mdpi.com/2073-4441/11/3/611,"This study investigates the comparative performance of event-based and continuous simulation modelling of a stormwater management model (EPA-SWMM) in calculating total runoff hydrographs and direct runoff hydrographs. Myponga upstream and Scott Creek catchments in South Australia were selected as the case study catchments and model performance was assessed using a total of 36 streamflow events from the period of 2001 to 2004. Goodness-of-fit of the EPA-SWMM models developed using automatic calibration were assessed using eight goodness-of-fit measures including Nash–Sutcliff efficiency (NSE), NSE of daily high flows (ANSE), Kling–Gupta efficiency (KGE), etc. The results of this study suggest that event-based modelling of EPA-SWMM outperforms the continuous simulation approach in producing both total runoff hydrograph (TRH) and direct runoff hydrograph (DRH).",2019-03-24,2023-03-16 17:52:30,2023-04-06 23:13:49,2023-04-06 23:01:08,611,,3,11,,Water,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\G6EWTLGB\Hossain et al. - 2019 - A Comparison of Continuous and Event-Based Rainfal.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065021120&doi=10.3390%2fw11030611&partnerID=40&md5=2a0806bf54b31c4767a2516f9fe43ea8,Continuous simulation; EPA-SWMM; Event-based model; Rainfall-runoff modelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\G6EWTLGB\Hossain et al. - 2019 - A Comparison of Continuous and Event-Based Rainfal.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\G6EWTLGB\Hossain et al. - 2019 - A Comparison of Continuous and Event-Based Rainfal.pdf';
WG32LDCM,journalArticle,2020,"Hou, Jingwei; Du, Yixian",Spatial simulation of rainstorm waterlogging based on a water accumulation diffusion algorithm,"Geomatics, Natural Hazards and Risk",,"1947-5705, 1947-5713",10.1080/19475705.2019.1707719,https://www.tandfonline.com/doi/full/10.1080/19475705.2019.1707719,,2020-01-01,2023-03-16 17:52:30,2023-04-06 23:13:52,2023-04-06 23:01:11,71-87,,1,11,,"Geomatics, Natural Hazards and Risk",,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077500879&doi=10.1080%2f19475705.2019.1707719&partnerID=40&md5=3d6476590334157ab532b6a708181081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBQRXQHA,journalArticle,2016,"Hsu, Eric S. C.; Guo, James C. Y.",Rising Hydrograph for Converging Kinematic Wave Flow,Journal of Irrigation and Drainage Engineering,,"0733-9437, 1943-4774",10.1061/(ASCE)IR.1943-4774.0001069,https://ascelibrary.org/doi/10.1061/%28ASCE%29IR.1943-4774.0001069,,2016-10,2023-03-16 17:52:30,2023-04-06 23:13:53,2023-04-06 23:01:08,06016009,,10,142,,J. Irrig. Drain Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988600757&doi=10.1061%2f%28ASCE%29IR.1943-4774.0001069&partnerID=40&md5=d3627a9daca3492c35cb0c4ae2d301cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7PLRE53,journalArticle,2020,"Hu, Caihong; Liu, Chengshuai; Yao, Yichen; Wu, Qiang; Ma, Bingyan; Jian, Shengqi",Evaluation of the Impact of Rainfall Inputs on Urban Rainfall Models: A Systematic Review,Water,,2073-4441,10.3390/w12092484,https://www.mdpi.com/2073-4441/12/9/2484,"Over the past several decades, urban flooding and other water-related disasters have become increasingly prominent and serious. Although the urban rain flood model’s benefits for urban flood simulation have been extensively documented, the impact of rainfall input to model simulation accuracy remains unclear. This systematic review aims to provide structured research on how rain inputs impact urban rain flood model’s simulation accuracy. The selected 48 peer-reviewed journal articles published between 2015 and 2019 on the Web of Science™ database were analyzed by key factors, including rainfall input type, calibration times and verification times. The results from meta-analysis reveal that when a traditional rain measurement was used as the rainfall input, model simulation accuracy was higher, i.e., the Nash–Sutcliffe efficiency coefficient (NSE) of traditional technology for rain measurement was higher than the 0.18 for the new technology rain measurement with respect to flow simulation. In addition, the single-field sub-flood calibration model was better than the multi-field sub-flood calibration model. NSE was higher than 0.14. The precision was better for the verification period; NSE of the calibration value showed a 0.07 higher verification value on average in flow simulation. These findings have certain significance for the development of future urban rain flood models and propose the development direction of the future urban rain flood model. Finally, in view of the rainfall input problem of the urban storm flood model, we propose the future development direction of the urban storm flood model.",2020-09-05,2023-03-16 17:52:30,2023-04-06 23:13:56,2023-04-06 23:01:10,2484,,9,12,,Water,Evaluation of the Impact of Rainfall Inputs on Urban Rainfall Models,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\T2AIZVNG\Hu et al. - 2020 - Evaluation of the Impact of Rainfall Inputs on Urb.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090976433&doi=10.3390%2fw12092484&partnerID=40&md5=fb3aaadf44b8d1102516b42165eb28b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\T2AIZVNG\Hu et al. - 2020 - Evaluation of the Impact of Rainfall Inputs on Urb.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\T2AIZVNG\Hu et al. - 2020 - Evaluation of the Impact of Rainfall Inputs on Urb.pdf';
VTD7N3NE,journalArticle,2017,"Hu, Yiming; Liang, Zhongmin; Chen, Xi; Liu, Yongwei; Wang, Huimin; Yang, Jing; Wang, Jun; Li, Binquan",Estimation of design flood using EWT and ENE metrics and uncertainty analysis under non-stationary conditions,Stochastic Environmental Research and Risk Assessment,,"1436-3240, 1436-3259",10.1007/s00477-017-1404-1,http://link.springer.com/10.1007/s00477-017-1404-1,,2017-12,2023-03-16 17:52:30,2023-04-06 23:13:57,2023-04-06 23:01:13,2617-2626,,10,31,,Stoch Environ Res Risk Assess,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\YT5EWRBE\Hu et al. - 2017 - Estimation of design flood using EWT and ENE metri.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015966763&doi=10.1007%2fs00477-017-1404-1&partnerID=40&md5=e317493302221cc362c635bd4ce88446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\YT5EWRBE\Hu et al. - 2017 - Estimation of design flood using EWT and ENE metri.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\YT5EWRBE\Hu et al. - 2017 - Estimation of design flood using EWT and ENE metri.pdf';
FK36XUTL,journalArticle,2022,"Hu, Yiming; Liang, Zhongmin; Huang, Yixin; Yao, Yi; Wang, Jun; Li, Binquan",A nonstationary bivariate design flood estimation approach coupled with the most likely and expectation combination strategies,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2021.127325,https://linkinghub.elsevier.com/retrieve/pii/S0022169421013755,,2022-02,2023-03-16 17:52:30,2023-04-06 23:13:59,2023-04-06 23:01:14,127325,,,605,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122422705&doi=10.1016%2fj.jhydrol.2021.127325&partnerID=40&md5=dd0f7bd65653c77a812395c34ce8c8d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHNHRCJL,journalArticle,2018,"Hu, Yiming; Liang, Zhongmin; Singh, Vijay P.; Zhang, Xuebin; Wang, Jun; Li, Binquan; Wang, Huimin",Concept of Equivalent Reliability for Estimating the Design Flood under Non-stationary Conditions,Water Resources Management,,"0920-4741, 1573-1650",10.1007/s11269-017-1851-y,http://link.springer.com/10.1007/s11269-017-1851-y,,2018-02,2023-03-16 17:52:30,2023-04-06 23:14:00,2023-04-06 23:01:16,997-1011,,3,32,,Water Resour Manage,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2IFD5GIS\Hu et al. - 2018 - Concept of Equivalent Reliability for Estimating t.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033397124&doi=10.1007%2fs11269-017-1851-y&partnerID=40&md5=0b0075067db6a8c693054db6a458ab54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2IFD5GIS\Hu et al. - 2018 - Concept of Equivalent Reliability for Estimating t.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2IFD5GIS\Hu et al. - 2018 - Concept of Equivalent Reliability for Estimating t.pdf';
I246KZKT,journalArticle,2020,"Hu, Zichen; Liu, Shuguang; Zhong, Guihui; Lin, Hejuan; Zhou, Zhengzheng",Modified Mann-Kendall trend test for hydrological time series under the scaling hypothesis and its application,Hydrological Sciences Journal,,"0262-6667, 2150-3435",10.1080/02626667.2020.1810253,https://www.tandfonline.com/doi/full/10.1080/02626667.2020.1810253,,2020-10-25,2023-03-16 17:52:30,2023-04-06 23:14:02,2023-04-06 23:01:15,2419-2438,,14,65,,Hydrological Sciences Journal,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090963219&doi=10.1080%2f02626667.2020.1810253&partnerID=40&md5=d368cd03e98df70ece73d3b24af85085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8VQ4MVLX,journalArticle,2020,"Hua, Pei; Yang, Wenyu; Qi, Xiaochen; Jiang, Shanshan; Xie, Jiaqiang; Gu, Xianyong; Li, Honghao; Zhang, Jin; Krebs, Peter",Evaluating the effect of urban flooding reduction strategies in response to design rainfall and low impact development,Journal of Cleaner Production,,09596526,10.1016/j.jclepro.2019.118515,https://linkinghub.elsevier.com/retrieve/pii/S0959652619333852,,2020-01,2023-03-16 17:52:30,2023-04-06 23:14:05,2023-04-06 23:01:17,118515,,,242,,Journal of Cleaner Production,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\3S5S884H\Hua et al. - 2020 - Evaluating the effect of urban flooding reduction .pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072615122&doi=10.1016%2fj.jclepro.2019.118515&partnerID=40&md5=54c6e437c44eda51bcfa8445b69bc858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\3S5S884H\Hua et al. - 2020 - Evaluating the effect of urban flooding reduction .pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\3S5S884H\Hua et al. - 2020 - Evaluating the effect of urban flooding reduction .pdf';
H3DJ9672,journalArticle,2019,"Huang, Yingchun; Bárdossy, András; Zhang, Ke",Sensitivity of hydrological models to temporal and spatial resolutions of rainfall data,Hydrology and Earth System Sciences,,1607-7938,10.5194/hess-23-2647-2019,https://hess.copernicus.org/articles/23/2647/2019/,"Abstract. Rainfall is the most important input for rainfall–runoff models. It is usually measured at specific sites on a daily or sub-daily timescale and requires interpolation for further application. This study aims to evaluate whether a higher temporal and spatial resolution of rainfall can lead to improved model performance. Four different gridded hourly and daily rainfall datasets with a spatial resolution of 1 km × 1 km for the state of Baden-Württemberg in Germany were constructed using a combination of data from a dense network of daily rainfall stations and a less dense network of sub-daily stations. Lumped and spatially distributed HBV models were used to investigate the sensitivity of model performance to the spatial resolution of rainfall. The four different rainfall datasets were used to drive both lumped and distributed HBV models to simulate daily discharges in four catchments. The main findings include that (1) a higher temporal resolution of rainfall improves the model performance if the station density is high; (2) a combination of observed high temporal resolution observations with disaggregated daily rainfall leads to further improvement in the tested models; and (3) for the present research, the increase in spatial resolution improves the performance of the model insubstantially or only marginally in most of the study catchments.",2019-06-19,2023-03-16 17:52:30,2023-04-06 23:14:06,2023-04-06 23:01:12,2647-2663,,6,23,,Hydrol. Earth Syst. Sci.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\PFU4E8YH\Huang et al. - 2019 - Sensitivity of hydrological models to temporal and.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067598183&doi=10.5194%2fhess-23-2647-2019&partnerID=40&md5=b79e39109a0eb17615bf549e611605d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\PFU4E8YH\Huang et al. - 2019 - Sensitivity of hydrological models to temporal and.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\PFU4E8YH\Huang et al. - 2019 - Sensitivity of hydrological models to temporal and.pdf';
